GROUP_SET,GROUP_ID,GROUP_NAME,player_1,player_2,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,PIS,edge_strength
Lineups,-1628381-1641718-,J. Collins - K. George,J. Collins,K. George,1610612762,UTA,36,10,26,0.278,717.07,626,1281,0.489,220,548,0.401,297,370,0.803,204,484,688,393,266,92,82,112,276,312,1769,-51,950,1717,4887,3964,421,417,444,1256,371,435,887,306,323,1719,264,432,387,434,5052,660,339,5165,4913,335,390,4760,0.2557630356868925,1.6820427549817225
Lineups,-1629012-1630695-,C. Sexton - M. Potter,C. Sexton,M. Potter,1610612762,UTA,23,8,15,0.348,250.14166666666668,218,455,0.479,71,189,0.376,64,87,0.736,61,182,243,139,83,38,24,30,90,96,571,-12,1699,2019,4016,3516,1492,1451,1515,1644,1442,1508,1651,1857,1813,3664,1434,1386,1401,1444,3964,1598,1496,4020,3709,1479,1507,3503,0.3036279441649732,1.6778532384992064
Lineups,-1629004-1631117-,S. Mykhailiuk - W. Kessler,S. Mykhailiuk,W. Kessler,1610612762,UTA,20,4,16,0.2,243.915,222,469,0.473,77,216,0.356,72,91,0.791,69,182,251,131,76,36,31,24,71,91,593,-18,1941,2894,4143,4309,1521,1427,1463,1902,1349,1356,2436,1730,1744,2116,1272,1386,1360,1511,3845,1664,1196,3706,3412,1555,1455,3874,0.30276940737552016,1.6655076275530198
Lineups,-1628374-1631117-,L. Markkanen - W. Kessler,L. Markkanen,W. Kessler,1610612762,UTA,38,8,30,0.211,961.8783333333332,827,1790,0.462,290,794,0.365,344,442,0.778,300,709,1009,521,362,115,109,130,359,383,2288,-105,877,2019,5073,4292,219,237,217,2449,209,201,2082,221,212,2503,83,185,160,251,5216,459,186,5238,5084,205,227,5153,0.2303305858156004,1.5823543248210992
Lineups,-1628381-1641729-,J. Collins - B. Sensabaugh,J. Collins,B. Sensabaugh,1610612762,UTA,29,8,21,0.276,258.03,216,475,0.455,70,207,0.338,98,120,0.817,71,187,258,136,111,35,36,44,105,110,600,-7,1269,2019,4567,3971,1455,1465,1443,2779,1468,1395,3065,1331,1392,1379,1229,1348,1323,1469,4304,1699,1024,4461,3899,1314,1446,3099,0.279812424911832,1.5549019435909281
Lineups,-1641729-1642271-,B. Sensabaugh - K. Filipowski,B. Sensabaugh,K. Filipowski,1610612762,UTA,62,11,51,0.177,667.6866666666666,593,1252,0.474,219,580,0.378,239,300,0.797,132,427,559,403,210,95,49,89,278,267,1644,-95,212,1599,5321,4466,474,468,464,1892,375,396,1598,468,483,1960,578,532,542,415,4900,630,757,5044,4917,452,453,5114,0.19754775193953256,1.2851104703976213
Lineups,-1629012-1631117-,C. Sexton - W. Kessler,C. Sexton,W. Kessler,1610612762,UTA,48,11,37,0.229,1004.7516666666668,846,1837,0.461,285,782,0.364,337,430,0.784,299,732,1031,531,389,114,127,142,356,396,2314,-165,545,1599,5237,4229,199,222,205,2529,216,208,2107,232,227,2346,87,172,153,237,5239,467,131,5258,5074,190,219,5265,0.16456802758890673,1.137739490067979
Lineups,-203114-1642273-,K. Middleton - K. George,K. Middleton,K. George,1610612764,WAS,13,6,7,0.462,239.22333333333333,204,449,0.454,78,213,0.366,89,113,0.788,46,171,217,145,76,52,30,23,99,96,575,-15,2613,2416,2611,2767,1547,1530,1534,2820,1330,1372,2050,1457,1481,2227,1785,1459,1540,1391,3845,1226,1236,3647,3821,1479,1496,3701,0.3170677330806638,1.7380286712034974
Lineups,-1626158-1630557-,R. Holmes - C. Kispert,R. Holmes,C. Kispert,1610612764,WAS,21,8,13,0.381,315.94,275,589,0.467,87,250,0.348,105,130,0.808,88,211,299,174,105,43,32,31,119,119,742,-12,1859,2019,3741,3333,1187,1156,1173,2200,1211,1178,2745,1246,1307,1576,984,1207,1146,1165,4240,1440,1151,4068,4065,1225,1168,3503,0.30132303601949745,1.735232728493372
Lineups,-1626158-1642273-,R. Holmes - K. George,R. Holmes,K. George,1610612764,WAS,23,8,15,0.348,255.82333333333332,218,457,0.477,73,199,0.367,68,97,0.701,61,170,231,139,92,44,21,35,109,99,577,-8,1699,2019,4016,3516,1462,1451,1511,1732,1407,1436,2034,1793,1684,4098,1434,1466,1469,1444,4084,1413,1669,4220,3949,1439,1490,3202,0.2820305679700835,1.5648151401125348
Lineups,-1627763-1630557-,M. Brogdon - C. Kispert,M. Brogdon,C. Kispert,1610612764,WAS,23,6,17,0.261,310,267,575,0.464,81,232,0.349,116,137,0.847,70,223,293,176,98,42,26,29,137,112,731,-22,1699,2416,4262,4036,1217,1191,1203,2350,1289,1273,2714,1142,1237,805,1249,1148,1161,1146,4162,1466,1402,3973,4248,1290,1193,4042,0.26887096774193553,1.543263674935933
Lineups,-1629673-1630557-,J. Poole - C. Kispert,J. Poole,C. Kispert,1610612764,WAS,51,12,39,0.235,611.0516666666666,522,1154,0.452,186,500,0.372,243,289,0.841,128,422,550,339,211,99,54,65,265,269,1473,-65,460,1467,5266,4209,548,563,531,2893,490,509,1830,458,510,901,605,539,556,550,4901,587,663,4835,4881,448,546,4924,0.21520275154037713,1.380916610316049
Lineups,-203114-1629673-,K. Middleton - J. Poole,K. Middleton,J. Poole,1610612764,WAS,11,4,7,0.364,228.06333333333333,189,422,0.448,73,200,0.365,99,128,0.773,46,168,214,124,80,42,30,22,108,107,550,-19,2868,2894,2611,3424,1614,1618,1608,3073,1407,1428,2086,1319,1320,2664,1785,1483,1566,1582,3916,1466,1236,3576,3939,1346,1556,3919,0.24554582791329893,1.3342956679509996
Lineups,-202685-1627763-,J. Valančiūnas - M. Brogdon,J. Valančiūnas,M. Brogdon,1610612764,WAS,20,5,15,0.25,217.23,183,404,0.453,50,144,0.347,87,104,0.837,59,157,216,118,70,29,15,24,84,84,503,-22,1941,2651,4016,4050,1679,1657,1661,2872,1863,1881,2773,1481,1591,957,1479,1576,1551,1638,3730,1966,2093,3706,3605,1657,1656,4042,0.2389172766192515,1.2867008321791564
Lineups,-1630557-1642273-,C. Kispert - K. George,C. Kispert,K. George,1610612764,WAS,60,14,46,0.233,954.2433333333332,807,1764,0.457,279,767,0.364,340,412,0.825,211,661,872,521,325,133,93,115,418,366,2233,-132,261,1247,5307,4218,225,256,225,2657,228,220,2124,227,249,1178,242,227,233,251,5171,350,275,5183,5167,234,244,5214,0.17988074320665948,1.2343355632448567
Lineups,-1630551-1630557-,J. Champagnie - C. Kispert,J. Champagnie,C. Kispert,1610612764,WAS,38,10,28,0.263,351.5566666666667,282,656,0.43,102,300,0.34,125,150,0.833,96,259,355,179,121,51,41,39,153,135,791,-42,877,1717,4989,4026,1076,1130,1070,3815,1034,987,3010,1058,1134,978,891,971,956,1124,4413,1253,908,4332,4362,1082,1115,4610,0.20366560156257407,1.1945418011141395
Lineups,-1626158-1641731-,R. Holmes - B. Coulibaly,R. Holmes,B. Coulibaly,1610612764,WAS,19,6,13,0.316,246.39333333333337,215,440,0.489,70,197,0.355,76,101,0.752,58,163,221,147,94,38,28,21,104,104,576,-31,2022,2416,3741,3785,1511,1471,1556,1257,1468,1452,2477,1662,1637,3202,1500,1530,1516,1372,4108,1598,1310,3515,3884,1381,1492,4357,0.2086095403014151,1.1496429027508448
Lineups,-1626158-1642267-,R. Holmes - B. Carrington,R. Holmes,B. Carrington,1610612764,WAS,26,9,17,0.346,335.89,290,608,0.477,83,250,0.332,98,126,0.778,79,232,311,179,120,42,32,26,128,122,761,-45,1485,1851,4262,3525,1121,1106,1136,1735,1262,1178,3385,1331,1338,2509,1099,1096,1108,1124,4400,1466,1151,3800,4181,1191,1146,4658,0.17952305814403524,1.0447804787123474
Lineups,-203114-1642259-,K. Middleton - A. Sarr,K. Middleton,A. Sarr,1610612764,WAS,12,5,7,0.417,252.73666666666668,205,489,0.419,81,232,0.349,98,124,0.79,58,184,242,143,79,52,28,29,104,97,589,-45,2715,2651,2611,3072,1477,1525,1411,4132,1289,1273,2714,1331,1354,2140,1500,1367,1409,1408,3902,1226,1310,3973,3884,1464,1465,4658,0.18853615752891684,1.0437921602682527
Lineups,-1627763-1642267-,M. Brogdon - B. Carrington,M. Brogdon,B. Carrington,1610612764,WAS,24,6,18,0.25,277.735,244,525,0.465,81,214,0.379,83,104,0.798,67,201,268,162,75,28,23,25,109,89,652,-54,1622,2416,4350,4050,1354,1302,1327,2335,1289,1366,1560,1552,1591,1925,1307,1260,1271,1250,3830,2005,1554,3762,3949,1587,1342,4812,0.17354672619583417,0.9771134526291638
Lineups,-1642259-1642273-,A. Sarr - K. George,A. Sarr,K. George,1610612764,WAS,56,11,45,0.196,777.2183333333334,629,1492,0.422,233,703,0.331,250,306,0.817,151,551,702,417,231,135,110,83,335,259,1741,-160,351,1599,5303,4407,364,415,338,4080,317,262,3399,430,460,1374,464,341,377,390,4976,340,182,5006,5042,477,406,5259,0.13741312501206226,0.9147601514373185
Lineups,-1641731-1642273-,B. Coulibaly - K. George,B. Coulibaly,K. George,1610612764,WAS,52,11,41,0.212,911.43,748,1665,0.449,254,749,0.339,337,418,0.806,172,624,796,491,288,151,114,86,389,361,2087,-179,437,1599,5284,4290,255,300,267,3020,271,233,3034,232,244,1632,371,270,289,280,5115,267,173,5025,5128,248,291,5277,0.1311675060070439,0.8940523290934657
